,Company Name,Ratings,Description,Comparison,Reviews,Salary,Interviews,Jobs,Benefits
779,iMerit,3.2,IT Services & Consulting | Kolkata +20 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",1.3k Reviews,5.2k Salaries,114 Interviews,6 Jobs,97 Benefits
780,FDC,3.8,Pharma | Mumbai +124 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits",1.3k Reviews,3.7k Salaries,65 Interviews,2 Jobs,84 Benefits
781,Aptara,3.1,Content Development | Noida +14 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",1.3k Reviews,6.2k Salaries,72 Interviews,5 Jobs,112 Benefits
782,Chandigarh University,4.0,Education & Training | Chandigarh +49 other locations,"Highly Rated For Work Life Balance, Job Security, Skill Development / Learning",1.3k Reviews,2.8k Salaries,105 Interviews,137 Jobs,50 Benefits
783,Cinépolis,3.8,Media & Entertainment | New Delhi +59 other locations,"Highly Rated For Company Culture  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.3k Reviews,2.9k Salaries,77 Interviews,3 Jobs,150 Benefits
784,Novo Nordisk,3.6,Pharma | Bangalore / Bengaluru +74 other locations,"Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal, Job Security, Work Satisfaction",1.3k Reviews,6.2k Salaries,95 Interviews,119 Jobs,129 Benefits
785,Rashmi Metaliks,3.2,Iron & Steel | Kharagpur +42 other locations,"Critically Rated For Company Culture, Job Security, Promotions / Appraisal",1.3k Reviews,4.5k Salaries,111 Interviews,3 Jobs,63 Benefits
786,JSW Cement,4.1,Building Material | Mumbai +139 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal",1.3k Reviews,4.3k Salaries,130 Interviews,-- Jobs,103 Benefits
787,City Union Bank,3.0,Banking | Chennai +186 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Life Balance",1.3k Reviews,5.5k Salaries,115 Interviews,13 Jobs,60 Benefits
788,Atul,3.9,Chemicals | Valsad +64 other locations,"Highly Rated For Job Security, Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal",1.3k Reviews,5.2k Salaries,96 Interviews,12 Jobs,113 Benefits
789,VOIS,3.8,IT Services & Consulting | Pune +21 other locations,"Highly Rated For Work Life Balance, Job Security, Company Culture  Critically Rated For Promotions / Appraisal",1.3k Reviews,7.4k Salaries,174 Interviews,43 Jobs,13 Benefits
790,CreditAccess Grameen,4.0,NBFC | Bangalore / Bengaluru +337 other locations,"Highly Rated For Company Culture, Job Security, Work Life Balance",1.3k Reviews,2.6k Salaries,51 Interviews,15 Jobs,67 Benefits
791,Incedo,3.0,IT Services & Consulting | Gurgaon / Gurugram +12 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Job Security",1.3k Reviews,9.8k Salaries,200 Interviews,33 Jobs,111 Benefits
792,Spicejet,3.4,Aviation | New Delhi +60 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Job Security",1.3k Reviews,5.2k Salaries,98 Interviews,1 Jobs,153 Benefits
793,VIBGYOR Group of Schools,3.4,Education & Training | Bangalore / Bengaluru +37 other locations,"Critically Rated For Job Security, Promotions / Appraisal, Company Culture",1.3k Reviews,4.1k Salaries,95 Interviews,153 Jobs,102 Benefits
794,TE Connectivity,4.1,Electronics Manufacturing | Bangalore / Bengaluru +22 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security  Critically Rated For Promotions / Appraisal",1.3k Reviews,7.1k Salaries,99 Interviews,64 Jobs,149 Benefits
795,Bluestock ™,4.5,FinTech | Pune +42 other locations,"Highly Rated For Work Life Balance, Skill Development / Learning, Company Culture",1.3k Reviews,50 Salaries,385 Interviews,-- Jobs,1 Benefits
796,Sunknowledge Services,3.5,BPO | Kolkata +13 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits, Company Culture",1.3k Reviews,3.6k Salaries,104 Interviews,8 Jobs,202 Benefits
797,Hindustan Construction Company,4.3,Engineering & Construction | Mumbai +93 other locations,"Highly Rated For Company Culture, Job Security, Work Satisfaction",1.3k Reviews,3.1k Salaries,90 Interviews,5 Jobs,158 Benefits
798,AGS Transact Technologies,2.8,FinTech | Mumbai +123 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Job Security",1.3k Reviews,3.9k Salaries,43 Interviews,-- Jobs,128 Benefits
799,Fabindia,3.8,Retail | New Delhi +83 other locations,"Highly Rated For Work Life Balance, Job Security, Company Culture  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.3k Reviews,4k Salaries,59 Interviews,8 Jobs,120 Benefits
800,Nippon Paint India,4.0,Chemicals | Chennai +162 other locations,"Highly Rated For Company Culture, Work Life Balance, Skill Development / Learning  Critically Rated For Promotions / Appraisal",1.3k Reviews,3.8k Salaries,76 Interviews,2 Jobs,84 Benefits
801,Sigma Electric Manufacturing Corporation,4.0,Industrial Machinery | Pune +22 other locations,"Highly Rated For Company Culture, Job Security, Skill Development / Learning  Critically Rated For Promotions / Appraisal",1.3k Reviews,2.9k Salaries,75 Interviews,16 Jobs,206 Benefits
802,ManpowerGroup,3.6,Recruitment | Bangalore / Bengaluru +147 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Skill Development / Learning",1.3k Reviews,5k Salaries,67 Interviews,309 Jobs,80 Benefits
803,Apexon,3.3,IT Services & Consulting | Bangalore / Bengaluru +20 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Work Satisfaction",1.3k Reviews,8.7k Salaries,161 Interviews,89 Jobs,21 Benefits
804,Pantaloons,4.1,Retail | Mumbai +151 other locations,"Highly Rated For Job Security, Company Culture, Skill Development / Learning",1.3k Reviews,2.9k Salaries,67 Interviews,-- Jobs,133 Benefits
805,Shubham Housing Development Finance,3.9,NBFC | New Delhi +154 other locations,"Highly Rated For Work Life Balance, Salary & Benefits",1.3k Reviews,3k Salaries,50 Interviews,2 Jobs,75 Benefits
806,RBL FinServe,3.9,Financial Services | Mumbai +365 other locations,"Highly Rated For Salary & Benefits, Skill Development / Learning",1.3k Reviews,3k Salaries,66 Interviews,-- Jobs,80 Benefits
807,Brillio,3.4,IT Services & Consulting | Bangalore / Bengaluru +14 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Work Satisfaction",1.3k Reviews,10.2k Salaries,141 Interviews,17 Jobs,76 Benefits
808,Punjab National Bank,3.8,Banking | New Delhi +214 other locations,Highly Rated For Job Security,1.3k Reviews,2.9k Salaries,56 Interviews,-- Jobs,95 Benefits
809,Citco,3.1,Management Consulting | Pune +13 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Life Balance",1.3k Reviews,8.7k Salaries,164 Interviews,45 Jobs,49 Benefits
810,Hatsun Agro Product,3.8,Food Processing | Chennai +124 other locations,"Highly Rated For Skill Development / Learning  Critically Rated For Job Security, Promotions / Appraisal",1.3k Reviews,4.5k Salaries,78 Interviews,10 Jobs,104 Benefits
811,The Ramco Cements,4.1,Building Material | Chennai +120 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal",1.3k Reviews,4k Salaries,74 Interviews,8 Jobs,95 Benefits
812,ZF Steering Gear,3.6,Auto Components | Pune +33 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Satisfaction",1.3k Reviews,6.9k Salaries,58 Interviews,15 Jobs,96 Benefits
813,Mondelez International,4.2,Food Processing | Mumbai +190 other locations,"Highly Rated For Salary & Benefits, Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal",1.3k Reviews,4.7k Salaries,72 Interviews,59 Jobs,128 Benefits
814,Panasonic,4.0,Consumer Electronics & Appliances | Gurgaon / Gurugram +125 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security  Critically Rated For Promotions / Appraisal",1.3k Reviews,4.8k Salaries,47 Interviews,16 Jobs,148 Benefits
815,Labmentix,4.5,Bangalore / Bengaluru +30 other locations,"Highly Rated For Skill Development / Learning, Company Culture, Work Life Balance",1.3k Reviews,27 Salaries,425 Interviews,-- Jobs,8 Benefits
816,GEP Worldwide,3.6,IT Services & Consulting | Mumbai +17 other locations,"Highly Rated For Company Culture  Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.3k Reviews,8.9k Salaries,150 Interviews,5 Jobs,126 Benefits
817,Dell EMC,3.8,IT Services & Consulting | Bangalore / Bengaluru +53 other locations,"Highly Rated For Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal",1.3k Reviews,8.9k Salaries,73 Interviews,-- Jobs,192 Benefits
818,Jindal X,3.6,BPO | New Delhi +21 other locations,"Critically Rated For Job Security, Promotions / Appraisal, Company Culture",1.2k Reviews,2.8k Salaries,113 Interviews,5 Jobs,155 Benefits
819,CenturyPly,3.8,Furniture & Furnishing | Kolkata +139 other locations,Highly Rated For Salary & Benefits  Critically Rated For Promotions / Appraisal,1.2k Reviews,4.2k Salaries,88 Interviews,16 Jobs,57 Benefits
820,Luminous Power Technologies,4.1,Consumer Electronics & Appliances | Gurgaon / Gurugram +134 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security",1.2k Reviews,3.9k Salaries,88 Interviews,37 Jobs,123 Benefits
821,Baroda Global Shared Services,3.8,BPO | Gandhinagar +175 other locations,"Highly Rated For Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal",1.2k Reviews,2.8k Salaries,119 Interviews,18 Jobs,28 Benefits
822,Grant Thornton,3.4,Accounting & Auditing | Bangalore / Bengaluru +57 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Salary & Benefits",1.2k Reviews,10.9k Salaries,114 Interviews,229 Jobs,82 Benefits
823,ECIL,4.3,Electronics Manufacturing | Hyderabad / Secunderabad +57 other locations,"Highly Rated For Work Life Balance, Company Culture, Work Satisfaction",1.2k Reviews,3.2k Salaries,58 Interviews,-- Jobs,105 Benefits
824,OM Logistics,3.9,Logistics | New Delhi +121 other locations,"Highly Rated For Job Security, Work Life Balance  Critically Rated For Promotions / Appraisal",1.2k Reviews,3.6k Salaries,88 Interviews,9 Jobs,102 Benefits
825,Tenneco,3.6,Auto Components | Pune +44 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Satisfaction",1.2k Reviews,5.1k Salaries,67 Interviews,6 Jobs,114 Benefits
826,INDIUM,4.0,IT Services & Consulting | Chennai +13 other locations,"Highly Rated For Work Life Balance, Company Culture, Skill Development / Learning  Critically Rated For Promotions / Appraisal",1.2k Reviews,6.7k Salaries,228 Interviews,108 Jobs,48 Benefits
827,Decathlon,3.7,Retail | Bangalore / Bengaluru +68 other locations,"Highly Rated For Job Security, Skill Development / Learning, Company Culture  Critically Rated For Work Life Balance, Promotions / Appraisal, Salary & Benefits",1.2k Reviews,4k Salaries,117 Interviews,2 Jobs,116 Benefits
828,More Supermarket,3.7,Retail | Bangalore / Bengaluru +158 other locations,"Critically Rated For Job Security, Promotions / Appraisal, Company Culture",1.2k Reviews,3.8k Salaries,87 Interviews,35 Jobs,56 Benefits
829,Vestas,4.1,Power | Chennai +49 other locations,"Highly Rated For Company Culture, Work Life Balance, Skill Development / Learning  Critically Rated For Promotions / Appraisal",1.2k Reviews,5.1k Salaries,95 Interviews,6 Jobs,134 Benefits
830,Automotive Manufacturers,3.9,Automobile | Hyderabad / Secunderabad +147 other locations,Critically Rated For Promotions / Appraisal,1.2k Reviews,5.1k Salaries,98 Interviews,38 Jobs,76 Benefits
831,Jakson Group,4.1,Power | Noida +101 other locations,"Highly Rated For Salary & Benefits, Work Life Balance, Company Culture",1.2k Reviews,3.7k Salaries,98 Interviews,6 Jobs,99 Benefits
832,Aerial Telecom Solutions,4.1,Telecom | Mohali +108 other locations,"Highly Rated For Company Culture, Work Life Balance, Work Satisfaction",1.2k Reviews,2.1k Salaries,106 Interviews,9 Jobs,35 Benefits
833,OpenText Technologies,3.5,Software Product | Bangalore / Bengaluru +14 other locations,"Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal, Job Security, Work Satisfaction",1.2k Reviews,11.5k Salaries,189 Interviews,27 Jobs,87 Benefits
834,Astral Pipe,4.0,Building Material | Ahmedabad +142 other locations,"Highly Rated For Work Life Balance, Job Security  Critically Rated For Promotions / Appraisal",1.2k Reviews,3.9k Salaries,86 Interviews,51 Jobs,31 Benefits
835,ANZ Banking Group,3.8,Banking | Bangalore / Bengaluru +18 other locations,"Highly Rated For Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal, Skill Development / Learning",1.2k Reviews,7.9k Salaries,103 Interviews,12 Jobs,102 Benefits
836,R Systems International,3.4,IT Services & Consulting | Noida +22 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Company Culture",1.2k Reviews,7.3k Salaries,137 Interviews,15 Jobs,102 Benefits
837,Viraj Profiles,3.9,Iron & Steel | Mumbai +27 other locations,"Highly Rated For Skill Development / Learning, Work Life Balance, Work Satisfaction",1.2k Reviews,4.3k Salaries,93 Interviews,14 Jobs,146 Benefits
838,Centre for Development of Advanced Computing,3.7,IT Services & Consulting | Pune +40 other locations,"Highly Rated For Work Life Balance, Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits, Company Culture",1.2k Reviews,6.6k Salaries,121 Interviews,-- Jobs,59 Benefits
839,Fresenius Kabi,4.0,Pharma | Pune +64 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.2k Reviews,4k Salaries,50 Interviews,37 Jobs,116 Benefits
840,SKF,4.0,Auto Components | Pune +67 other locations,"Highly Rated For Company Culture, Work Life Balance, Skill Development / Learning  Critically Rated For Promotions / Appraisal",1.2k Reviews,4.4k Salaries,72 Interviews,70 Jobs,147 Benefits
841,Ion Exchange India,3.8,Waste Management | Mumbai +121 other locations,"Highly Rated For Work Life Balance, Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.2k Reviews,4.9k Salaries,91 Interviews,39 Jobs,87 Benefits
842,Samsung Research,3.1,IT Services & Consulting | Bangalore / Bengaluru +19 other locations,"Critically Rated For Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",1.2k Reviews,9.3k Salaries,147 Interviews,1 Jobs,136 Benefits
843,ICICI Prudential Mutual Fund,3.8,Financial Services | Mumbai +165 other locations,"Highly Rated For Work Life Balance, Skill Development / Learning, Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.2k Reviews,5.5k Salaries,86 Interviews,-- Jobs,84 Benefits
844,Synchrony,4.2,Financial Services | Hyderabad / Secunderabad +9 other locations,"Highly Rated For Company Culture, Job Security, Work Life Balance",1.2k Reviews,5.3k Salaries,88 Interviews,17 Jobs,197 Benefits
845,Troikaa Pharmaceuticals,4.1,Pharma | Ahmedabad +104 other locations,"Highly Rated For Salary & Benefits, Work Life Balance, Skill Development / Learning",1.2k Reviews,3.7k Salaries,113 Interviews,12 Jobs,79 Benefits
846,PNC Infratech,3.7,Engineering & Construction | Agra +92 other locations,Critically Rated For Promotions / Appraisal,1.2k Reviews,3.4k Salaries,79 Interviews,4 Jobs,78 Benefits
847,iSON Xperiences,3.3,BPO | Chennai +43 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Company Culture",1.2k Reviews,3.3k Salaries,78 Interviews,7 Jobs,90 Benefits
848,Intertek,3.7,Analytics & KPO | New Delhi +113 other locations,Critically Rated For Promotions / Appraisal,1.2k Reviews,3.9k Salaries,78 Interviews,80 Jobs,113 Benefits
849,Oil And Natural Gas Corporation,4.3,Oil & Gas | Mumbai +83 other locations,"Highly Rated For Work Life Balance, Work Satisfaction, Job Security",1.2k Reviews,3k Salaries,79 Interviews,-- Jobs,137 Benefits
850,Mu Sigma,2.5,Analytics & KPO | Bangalore / Bengaluru +16 other locations,"Critically Rated For Work Life Balance, Job Security, Company Culture",1.2k Reviews,6.7k Salaries,248 Interviews,-- Jobs,120 Benefits
851,Globant,3.4,IT Services & Consulting | Pune +16 other locations,"Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal, Job Security, Work Satisfaction",1.2k Reviews,9.7k Salaries,199 Interviews,72 Jobs,100 Benefits
852,Godrej Consumer Products,4.0,FMCG | Mumbai +150 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security  Critically Rated For Promotions / Appraisal",1.2k Reviews,4.6k Salaries,59 Interviews,-- Jobs,118 Benefits
853,NetAmbit,4.0,BPO | Noida +143 other locations,"Highly Rated For Salary & Benefits, Work Life Balance, Skill Development / Learning",1.2k Reviews,3.1k Salaries,141 Interviews,5 Jobs,34 Benefits
854,T-Systems ICT India,3.8,IT Services & Consulting | Pune +16 other locations,Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal,1.2k Reviews,8.3k Salaries,104 Interviews,8 Jobs,90 Benefits
855,Shriram Pistons & Rings,4.1,Auto Components | Bhiwadi +61 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal",1.2k Reviews,4.5k Salaries,72 Interviews,1 Jobs,133 Benefits
856,Aarvee Associates,3.7,Engineering & Construction | Hyderabad / Secunderabad +167 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Skill Development / Learning",1.2k Reviews,3.3k Salaries,94 Interviews,-- Jobs,102 Benefits
857,AIIMS,4.1,Education & Training | New Delhi +72 other locations,"Highly Rated For Skill Development / Learning, Work Satisfaction, Work Life Balance  Critically Rated For Promotions / Appraisal",1.2k Reviews,4.4k Salaries,65 Interviews,-- Jobs,66 Benefits
858,SK Finance Limited,3.8,NBFC | Jaipur +259 other locations,Critically Rated For Promotions / Appraisal,1.2k Reviews,3.2k Salaries,85 Interviews,-- Jobs,13 Benefits
859,Best Sellers,4.1,Retail | Mumbai +93 other locations,"Highly Rated For Company Culture, Work Life Balance, Skill Development / Learning  Critically Rated For Promotions / Appraisal",1.2k Reviews,2.9k Salaries,32 Interviews,5 Jobs,130 Benefits
860,FOCUS EDUMATICS,2.9,EdTech | Coimbatore +36 other locations,"Critically Rated For Job Security, Promotions / Appraisal, Company Culture",1.2k Reviews,2.9k Salaries,126 Interviews,-- Jobs,39 Benefits
861,Prodapt,3.5,IT Services & Consulting | Chennai +16 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.2k Reviews,9.4k Salaries,114 Interviews,106 Jobs,73 Benefits
862,EbixCash Limited,3.8,Software Product | Noida +85 other locations,"Highly Rated For Work Life Balance, Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.2k Reviews,5.1k Salaries,108 Interviews,5 Jobs,73 Benefits
863,Apex Group,2.7,Financial Services | Pune +28 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Company Culture",1.2k Reviews,7.5k Salaries,176 Interviews,225 Jobs,30 Benefits
864,Qualcomm,3.7,Semiconductors | Hyderabad / Secunderabad +18 other locations,"Highly Rated For Salary & Benefits  Critically Rated For Promotions / Appraisal, Work Life Balance, Work Satisfaction",1.2k Reviews,13.7k Salaries,288 Interviews,299 Jobs,133 Benefits
865,Zoho,4.2,Software Product | Chennai +37 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance",1.2k Reviews,9.1k Salaries,572 Interviews,-- Jobs,101 Benefits
866,H.G. Infra Engineering,4.0,Engineering & Construction | Jaipur +98 other locations,"Highly Rated For Salary & Benefits, Skill Development / Learning, Company Culture  Critically Rated For Job Security",1.2k Reviews,3.1k Salaries,104 Interviews,19 Jobs,87 Benefits
867,Parexel International,3.8,Clinical Research | Hyderabad / Secunderabad +25 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits",1.2k Reviews,5.8k Salaries,85 Interviews,15 Jobs,124 Benefits
868,Wind World,4.0,Power | Jaisalmer +82 other locations,"Highly Rated For Work Life Balance, Job Security, Work Satisfaction  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.2k Reviews,3.3k Salaries,84 Interviews,6 Jobs,120 Benefits
869,DENSO,4.2,Auto Components | Gurgaon / Gurugram +39 other locations,"Highly Rated For Job Security, Company Culture, Salary & Benefits",1.2k Reviews,3.7k Salaries,83 Interviews,1 Jobs,174 Benefits
870,PHN Technology,4.4,EdTech | Pune +32 other locations,"Highly Rated For Skill Development / Learning, Company Culture, Work Life Balance",1.2k Reviews,351 Salaries,35 Interviews,1 Jobs,2 Benefits
871,Willis Towers Watson,3.6,Management Consulting | Mumbai +19 other locations,"Highly Rated For Work Life Balance, Job Security  Critically Rated For Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",1.2k Reviews,7.7k Salaries,113 Interviews,44 Jobs,104 Benefits
872,Dassault Systemes,3.8,Software Product | Pune +12 other locations,"Highly Rated For Job Security, Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",1.2k Reviews,6.8k Salaries,182 Interviews,-- Jobs,134 Benefits
873,KIMS Hospital,3.9,Healthcare | Hyderabad / Secunderabad +59 other locations,"Highly Rated For Job Security, Skill Development / Learning  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.2k Reviews,3.4k Salaries,60 Interviews,15 Jobs,78 Benefits
874,Fidelity National Financial,3.7,Financial Services | Bangalore / Bengaluru +15 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",1.2k Reviews,6.2k Salaries,58 Interviews,6 Jobs,151 Benefits
875,Kirloskar Oil Engines,4.1,Industrial Machinery | Pune +105 other locations,"Highly Rated For Work Life Balance, Job Security, Company Culture  Critically Rated For Promotions / Appraisal",1.2k Reviews,4k Salaries,60 Interviews,23 Jobs,97 Benefits
876,Rockman Industries,3.9,Auto Components | Haridwar +40 other locations,"Highly Rated For Job Security, Skill Development / Learning",1.2k Reviews,3.8k Salaries,89 Interviews,16 Jobs,98 Benefits
877,Barclays Shared Services,3.8,Financial Services | Chennai +16 other locations,"Highly Rated For Work Life Balance, Job Security  Critically Rated For Promotions / Appraisal, Skill Development / Learning",1.2k Reviews,4.9k Salaries,37 Interviews,734 Jobs,178 Benefits
878,Fidelity Investments,4.0,Financial Services | Bangalore / Bengaluru +19 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security  Critically Rated For Promotions / Appraisal",1.2k Reviews,8k Salaries,121 Interviews,2 Jobs,160 Benefits
879,Ahluwalia Contracts India,4.0,Engineering & Construction | New Delhi +59 other locations,"Highly Rated For Work Life Balance, Job Security, Salary & Benefits",1.2k Reviews,3.4k Salaries,69 Interviews,26 Jobs,68 Benefits
880,Xyz Company,3.8,Financial Services | Bangalore / Bengaluru +94 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security",1.2k Reviews,42.2k Salaries,516 Interviews,-- Jobs,63 Benefits
881,Spandana Sphoorty Financial,3.7,NBFC | Hyderabad / Secunderabad +340 other locations,"Critically Rated For Company Culture, Work Satisfaction, Job Security",1.2k Reviews,2.3k Salaries,48 Interviews,2 Jobs,78 Benefits
882,Diageo,3.8,Beverage | Bangalore / Bengaluru +98 other locations,"Highly Rated For Work Life Balance, Company Culture, Salary & Benefits  Critically Rated For Promotions / Appraisal, Job Security",1.2k Reviews,6.1k Salaries,88 Interviews,81 Jobs,101 Benefits
883,Intel,4.1,Semiconductors | Bangalore / Bengaluru +36 other locations,"Highly Rated For Work Life Balance, Company Culture, Work Satisfaction  Critically Rated For Job Security, Promotions / Appraisal",1.2k Reviews,8.8k Salaries,235 Interviews,28 Jobs,91 Benefits
884,ACG Worldwide,3.9,Pharma | Mumbai +31 other locations,Critically Rated For Promotions / Appraisal,1.2k Reviews,3.8k Salaries,82 Interviews,39 Jobs,43 Benefits
885,Colliers India,3.9,Real Estate | Bangalore / Bengaluru +45 other locations,Critically Rated For Promotions / Appraisal,1.2k Reviews,4.7k Salaries,85 Interviews,88 Jobs,76 Benefits
886,JK Lakshmi Cement,3.8,Building Material | New Delhi +140 other locations,"Critically Rated For Promotions / Appraisal, Job Security",1.2k Reviews,3.7k Salaries,75 Interviews,-- Jobs,95 Benefits
887,DLF,3.9,Real Estate | Gurgaon / Gurugram +36 other locations,"Highly Rated For Salary & Benefits, Work Life Balance  Critically Rated For Promotions / Appraisal",1.2k Reviews,4.5k Salaries,93 Interviews,4 Jobs,71 Benefits
888,The Jaypee Group,3.8,Engineering & Construction | Noida +106 other locations,"Highly Rated For Job Security, Work Life Balance  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.2k Reviews,3.4k Salaries,49 Interviews,12 Jobs,113 Benefits
889,Ocwen Financial Solutions,4.0,Financial Services | Bangalore / Bengaluru +9 other locations,"Highly Rated For Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal",1.1k Reviews,4.5k Salaries,51 Interviews,15 Jobs,168 Benefits
890,Thyrocare Technologies,3.7,Healthcare | Mumbai +75 other locations,Critically Rated For Promotions / Appraisal,1.1k Reviews,4.3k Salaries,85 Interviews,7 Jobs,92 Benefits
891,Baazar Retail Private Limited,4.5,Retail | Kolkata +107 other locations,"Highly Rated For Company Culture, Work Life Balance, Work Satisfaction",1.1k Reviews,1.4k Salaries,82 Interviews,-- Jobs,16 Benefits
892,ExcelR,3.7,Education & Training | Bangalore / Bengaluru +23 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits",1.1k Reviews,1k Salaries,104 Interviews,16 Jobs,3 Benefits
893,JTEKT,4.1,Auto Components | Gurgaon / Gurugram +29 other locations,"Highly Rated For Company Culture, Job Security, Work Life Balance  Critically Rated For Promotions / Appraisal",1.1k Reviews,4.2k Salaries,86 Interviews,-- Jobs,88 Benefits
894,DISH TV,3.4,Broadcasting | Noida +153 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Skill Development / Learning",1.1k Reviews,3.4k Salaries,72 Interviews,13 Jobs,102 Benefits
895,Nilkamal,3.7,Furniture & Furnishing | Mumbai +111 other locations,"Critically Rated For Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",1.1k Reviews,3.5k Salaries,77 Interviews,3 Jobs,94 Benefits
896,Patra Corporation,3.6,BPO | Visakhapatnam +20 other locations,"Highly Rated For Job Security  Critically Rated For Salary & Benefits, Promotions / Appraisal, Skill Development / Learning",1.1k Reviews,4.7k Salaries,89 Interviews,5 Jobs,83 Benefits
897,Edelweiss,3.7,Financial Services | Mumbai +113 other locations,Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal,1.1k Reviews,5.7k Salaries,61 Interviews,-- Jobs,132 Benefits
898,DP World,3.8,Logistics | Mumbai +82 other locations,Highly Rated For Salary & Benefits  Critically Rated For Promotions / Appraisal,1.1k Reviews,4.6k Salaries,89 Interviews,82 Jobs,62 Benefits
899,Podar International School,4.1,Education & Training | Mumbai +125 other locations,"Highly Rated For Skill Development / Learning, Company Culture, Job Security",1.1k Reviews,3.2k Salaries,80 Interviews,6 Jobs,112 Benefits
900,Coca-Cola Company,4.0,Beverage | Bangalore / Bengaluru +202 other locations,"Highly Rated For Work Life Balance, Skill Development / Learning, Company Culture  Critically Rated For Promotions / Appraisal",1.1k Reviews,3.1k Salaries,99 Interviews,4 Jobs,102 Benefits
901,Bajaj Motors,3.9,Auto Components | Gurgaon / Gurugram +89 other locations,"Highly Rated For Skill Development / Learning, Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal",1.1k Reviews,3.3k Salaries,66 Interviews,-- Jobs,109 Benefits
902,PayPal,3.8,FinTech | Bangalore / Bengaluru +14 other locations,"Highly Rated For Salary & Benefits, Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal, Job Security, Work Satisfaction",1.1k Reviews,9.3k Salaries,233 Interviews,-- Jobs,120 Benefits
